species,sp code,block,treatment,date,obs period,Sowing group,bout,obs day,seed,seedling
Calatola microcarpa,calami,12,MCH,2001-08-14,2001-08-14,2,18,74,4,0
Calatola microcarpa,calami,12,MSH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,12,OPEN,2001-08-14,2001-08-14,2,18,74,3,0
Calatola microcarpa,calami,35,CCA,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,35,CS,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,35,MCH,2001-08-14,2001-08-14,2,18,74,4,2
Calatola microcarpa,calami,35,MSH,2001-08-14,2001-08-14,2,18,74,5,1
Calatola microcarpa,calami,35,OPEN,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,50,CCA,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,50,CS,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,50,MCH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,50,MSH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,50,OPEN,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,52,CCA,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,52,CS,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,52,MCH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,52,MSH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,52,OPEN,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,53,CCA,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,53,CS,2001-08-14,2001-08-14,2,18,74,5,1
Calatola microcarpa,calami,53,MCH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,53,MSH,2001-08-14,2001-08-14,2,18,74,5,1
Calatola microcarpa,calami,53,OPEN,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,Cadle,CCA,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,Cadle,CS,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,Cadle,MCH,2001-08-14,2001-08-14,2,18,74,5,1
Calatola microcarpa,calami,Cadle,MSH,2001-08-14,2001-08-14,2,18,74,6,0
Calatola microcarpa,calami,Cadle,OPEN,2001-08-14,2001-08-14,2,18,74,5,0
Calatola microcarpa,calami,3,CCA,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,3,CS,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,3,MCH,2001-09-10,2001-09-10,2,19,101,5,0
Calatola microcarpa,calami,3,MSH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,3,OPEN,2001-09-10,2001-09-10,2,19,101,3,0
Calatola microcarpa,calami,8,CCA,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,8,CS,2001-09-10,2001-09-10,2,19,101,4,0
Calatola microcarpa,calami,8,MCH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,8,MSH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,8,OPEN,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,12,CCA,2001-09-10,2001-09-10,2,19,101,5,0
Calatola microcarpa,calami,12,CS,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,12,MCH,2001-09-10,2001-09-10,2,19,101,4,0
Calatola microcarpa,calami,12,MSH,2001-09-10,2001-09-10,2,19,101,3,1
Calatola microcarpa,calami,12,OPEN,2001-09-10,2001-09-10,2,19,101,3,0
Calatola microcarpa,calami,35,CCA,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,35,CS,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,35,MCH,2001-09-10,2001-09-10,2,19,101,4,2
Calatola microcarpa,calami,35,MSH,2001-09-10,2001-09-10,2,19,101,3,3
Calatola microcarpa,calami,35,OPEN,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,50,CCA,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,50,CS,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,50,MCH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,50,MSH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,50,OPEN,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,52,CCA,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,52,CS,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,52,MCH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,52,MSH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,52,OPEN,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,53,CCA,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,53,CS,2001-09-10,2001-09-10,2,19,101,5,1
Calatola microcarpa,calami,53,MCH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,53,MSH,2001-09-10,2001-09-10,2,19,101,5,1
Calatola microcarpa,calami,53,OPEN,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,Cadle,CCA,2001-09-10,2001-09-10,2,19,101,5,0
Calatola microcarpa,calami,Cadle,CS,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,Cadle,MCH,2001-09-10,2001-09-10,2,19,101,5,1
Calatola microcarpa,calami,Cadle,MSH,2001-09-10,2001-09-10,2,19,101,6,0
Calatola microcarpa,calami,Cadle,OPEN,2001-09-10,2001-09-10,2,19,101,5,0
Calatola microcarpa,calami,3,CCA,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,3,CS,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,3,MCH,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,3,MSH,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,3,OPEN,2001-10-17,2001-10-17,2,20,138,1,1
Calatola microcarpa,calami,8,CCA,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,8,CS,2001-10-17,2001-10-17,2,20,138,4,0
Calatola microcarpa,calami,8,MCH,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,8,MSH,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,8,OPEN,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,12,CCA,2001-10-17,2001-10-17,2,20,138,4,1
Calatola microcarpa,calami,12,CS,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,12,MCH,2001-10-17,2001-10-17,2,20,138,3,0
Calatola microcarpa,calami,12,MSH,2001-10-17,2001-10-17,2,20,138,3,1
Calatola microcarpa,calami,12,OPEN,2001-10-17,2001-10-17,2,20,138,3,0
Calatola microcarpa,calami,35,CCA,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,35,CS,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,35,MCH,2001-10-17,2001-10-17,2,20,138,4,0
Calatola microcarpa,calami,35,MSH,2001-10-17,2001-10-17,2,20,138,2,4
Calatola microcarpa,calami,35,OPEN,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,50,CCA,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,50,CS,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,50,MCH,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,50,MSH,2001-10-17,2001-10-17,2,20,138,2,2
Calatola microcarpa,calami,50,OPEN,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,52,CCA,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,52,CS,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,52,MCH,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,52,MSH,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,52,OPEN,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,53,CCA,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,53,CS,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,53,MCH,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,53,MSH,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,53,OPEN,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,Cadle,CCA,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,Cadle,CS,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,Cadle,MCH,2001-10-17,2001-10-17,2,20,138,5,1
Calatola microcarpa,calami,Cadle,MSH,2001-10-17,2001-10-17,2,20,138,6,0
Calatola microcarpa,calami,Cadle,OPEN,2001-10-17,2001-10-17,2,20,138,5,0
Calatola microcarpa,calami,3,CCA,2001-11-08,2001-11-08,2,21,160,4,1
Calatola microcarpa,calami,3,CS,2001-11-08,2001-11-08,2,21,160,4,2
Calatola microcarpa,calami,3,MCH,2001-11-08,2001-11-08,2,21,160,4,0
Calatola microcarpa,calami,3,MSH,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,3,OPEN,2001-11-08,2001-11-08,2,21,160,1,1
Calatola microcarpa,calami,8,CCA,2001-11-08,2001-11-08,2,21,160,5,0
Calatola microcarpa,calami,8,CS,2001-11-08,2001-11-08,2,21,160,2,2
Calatola microcarpa,calami,8,MCH,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,8,MSH,2001-11-08,2001-11-08,2,21,160,4,2
Calatola microcarpa,calami,8,OPEN,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,12,CCA,2001-11-08,2001-11-08,2,21,160,3,1
Calatola microcarpa,calami,12,CS,2001-11-08,2001-11-08,2,21,160,4,2
Calatola microcarpa,calami,12,MCH,2001-11-08,2001-11-08,2,21,160,3,0
Calatola microcarpa,calami,12,MSH,2001-11-08,2001-11-08,2,21,160,1,1
Calatola microcarpa,calami,12,OPEN,2001-11-08,2001-11-08,2,21,160,3,0
Calatola microcarpa,calami,35,CCA,2001-11-08,2001-11-08,2,21,160,3,0
Calatola microcarpa,calami,35,CS,2001-11-08,2001-11-08,2,21,160,4,0
Calatola microcarpa,calami,35,MCH,2001-11-08,2001-11-08,2,21,160,4,0
Calatola microcarpa,calami,35,MSH,2001-11-08,2001-11-08,2,21,160,2,4
Calatola microcarpa,calami,35,OPEN,2001-11-08,2001-11-08,2,21,160,5,1
Calatola microcarpa,calami,50,CCA,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,50,CS,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,50,MCH,2001-11-08,2001-11-08,2,21,160,4,0
Calatola microcarpa,calami,50,MSH,2001-11-08,2001-11-08,2,21,160,2,2
Calatola microcarpa,calami,50,OPEN,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,52,CCA,2001-11-08,2001-11-08,2,21,160,3,2
Calatola microcarpa,calami,52,CS,2001-11-08,2001-11-08,2,21,160,5,1
Calatola microcarpa,calami,52,MCH,2001-11-08,2001-11-08,2,21,160,5,0
Calatola microcarpa,calami,52,MSH,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,52,OPEN,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,53,CCA,2001-11-08,2001-11-08,2,21,160,2,2
Calatola microcarpa,calami,53,CS,2001-11-08,2001-11-08,2,21,160,5,1
Calatola microcarpa,calami,53,MCH,2001-11-08,2001-11-08,2,21,160,6,0
Calatola microcarpa,calami,53,MSH,2001-11-08,2001-11-08,2,21,160,5,0
Calatola microcarpa,calami,53,OPEN,2001-11-08,2001-11-08,2,21,160,4,2
Calatola microcarpa,calami,Cadle,CCA,2001-11-08,2001-11-08,2,21,160,3,1
Calatola microcarpa,calami,Cadle,CS,2001-11-08,2001-11-08,2,21,160,5,1
Calatola microcarpa,calami,Cadle,MCH,2001-11-08,2001-11-08,2,21,160,5,0
Calatola microcarpa,calami,Cadle,MSH,2001-11-08,2001-11-08,2,21,160,4,1
Calatola microcarpa,calami,Cadle,OPEN,2001-11-08,2001-11-08,2,21,160,5,0
Calatola microcarpa,calami,3,CCA,2002-01-14,2002-01-14,2,22,227,4,1
Calatola microcarpa,calami,3,CS,2002-01-14,2002-01-14,2,22,227,4,2
Calatola microcarpa,calami,3,MCH,2002-01-14,2002-01-14,2,22,227,4,0
Calatola microcarpa,calami,3,MSH,2002-01-14,2002-01-14,2,22,227,6,0
Calatola microcarpa,calami,3,OPEN,2002-01-14,2002-01-14,2,22,227,0,2
Calatola microcarpa,calami,8,CCA,2002-01-14,2002-01-14,2,22,227,5,0
Calatola microcarpa,calami,8,CS,2002-01-14,2002-01-14,2,22,227,2,2
Calatola microcarpa,calami,8,MCH,2002-01-14,2002-01-14,2,22,227,5,1
Calatola microcarpa,calami,8,MSH,2002-01-14,2002-01-14,2,22,227,4,2
Calatola microcarpa,calami,8,OPEN,2002-01-14,2002-01-14,2,22,227,5,1
Calatola microcarpa,calami,12,CCA,2002-01-14,2002-01-14,2,22,227,1,2
Calatola microcarpa,calami,12,CS,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,12,MCH,2002-01-14,2002-01-14,2,22,227,3,0
Calatola microcarpa,calami,12,MSH,2002-01-14,2002-01-14,2,22,227,1,1
Calatola microcarpa,calami,12,OPEN,2002-01-14,2002-01-14,2,22,227,3,0
Calatola microcarpa,calami,35,CCA,2002-01-14,2002-01-14,2,22,227,2,1
Calatola microcarpa,calami,35,CS,2002-01-14,2002-01-14,2,22,227,3,1
Calatola microcarpa,calami,35,MCH,2002-01-14,2002-01-14,2,22,227,3,1
Calatola microcarpa,calami,35,MSH,2002-01-14,2002-01-14,2,22,227,2,4
Calatola microcarpa,calami,35,OPEN,2002-01-14,2002-01-14,2,22,227,4,2
Calatola microcarpa,calami,50,CCA,2002-01-14,2002-01-14,2,22,227,4,2
Calatola microcarpa,calami,50,CS,2002-01-14,2002-01-14,2,22,227,5,1
Calatola microcarpa,calami,50,MCH,2002-01-14,2002-01-14,2,22,227,3,1
Calatola microcarpa,calami,50,MSH,2002-01-14,2002-01-14,2,22,227,2,2
Calatola microcarpa,calami,50,OPEN,2002-01-14,2002-01-14,2,22,227,6,0
Calatola microcarpa,calami,52,CCA,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,52,CS,2002-01-14,2002-01-14,2,22,227,5,0
Calatola microcarpa,calami,52,MCH,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,52,MSH,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,52,OPEN,2002-01-14,2002-01-14,2,22,227,0,0
Calatola microcarpa,calami,53,CCA,2002-01-14,2002-01-14,2,22,227,2,2
Calatola microcarpa,calami,53,CS,2002-01-14,2002-01-14,2,22,227,5,1
Calatola microcarpa,calami,53,MCH,2002-01-14,2002-01-14,2,22,227,3,3
Calatola microcarpa,calami,53,MSH,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,53,OPEN,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,Cadle,CCA,2002-01-14,2002-01-14,2,22,227,2,2
Calatola microcarpa,calami,Cadle,CS,2002-01-14,2002-01-14,2,22,227,3,3
Calatola microcarpa,calami,Cadle,MCH,2002-01-14,2002-01-14,2,22,227,3,2
Calatola microcarpa,calami,Cadle,MSH,2002-01-14,2002-01-14,2,22,227,4,1
Calatola microcarpa,calami,Cadle,OPEN,2002-01-14,2002-01-14,2,22,227,2,3
Calatola microcarpa,calami,3,CCA,2002-04-14,2002-04-14,2,23,317,4,0
Calatola microcarpa,calami,3,CS,2002-04-14,2002-04-14,2,23,317,0,6
Calatola microcarpa,calami,3,MCH,2002-04-14,2002-04-14,2,23,317,4,0
Calatola microcarpa,calami,3,MSH,2002-04-14,2002-04-14,2,23,317,6,0
Calatola microcarpa,calami,3,OPEN,2002-04-14,2002-04-14,2,23,317,0,1
Calatola microcarpa,calami,8,CCA,2002-04-14,2002-04-14,2,23,317,4,0
Calatola microcarpa,calami,8,CS,2002-04-14,2002-04-14,2,23,317,2,2
Calatola microcarpa,calami,8,MCH,2002-04-14,2002-04-14,2,23,317,5,0
Calatola microcarpa,calami,8,MSH,2002-04-14,2002-04-14,2,23,317,2,2
Calatola microcarpa,calami,8,OPEN,2002-04-14,2002-04-14,2,23,317,4,1
Calatola microcarpa,calami,12,CCA,2002-04-14,2002-04-14,2,23,317,1,1
Calatola microcarpa,calami,12,CS,2002-04-14,2002-04-14,2,23,317,2,2
Calatola microcarpa,calami,12,MCH,2002-04-14,2002-04-14,2,23,317,1,1
Calatola microcarpa,calami,12,MSH,2002-04-14,2002-04-14,2,23,317,1,1
Calatola microcarpa,calami,12,OPEN,2002-04-14,2002-04-14,2,23,317,1,2
Calatola microcarpa,calami,35,CCA,2002-04-14,2002-04-14,2,23,317,1,1
Calatola microcarpa,calami,35,CS,2002-04-14,2002-04-14,2,23,317,0,0
Calatola microcarpa,calami,35,MCH,2002-04-14,2002-04-14,2,23,317,2,0
Calatola microcarpa,calami,35,MSH,2002-04-14,2002-04-14,2,23,317,0,4
Calatola microcarpa,calami,35,OPEN,2002-04-14,2002-04-14,2,23,317,1,1
Calatola microcarpa,calami,50,CCA,2002-04-14,2002-04-14,2,23,317,4,1
Calatola microcarpa,calami,50,CS,2002-04-14,2002-04-14,2,23,317,1,0
Calatola microcarpa,calami,50,MCH,2002-04-14,2002-04-14,2,23,317,3,0
Calatola microcarpa,calami,50,MSH,2002-04-14,2002-04-14,2,23,317,2,2
Calatola microcarpa,calami,50,OPEN,2002-04-14,2002-04-14,2,23,317,4,0
Calatola microcarpa,calami,52,CCA,2002-04-14,2002-04-14,2,23,317,3,2
Calatola microcarpa,calami,52,CS,2002-04-14,2002-04-14,2,23,317,5,0
Calatola microcarpa,calami,52,MCH,2002-04-14,2002-04-14,2,23,317,3,2
Calatola microcarpa,calami,52,MSH,2002-04-14,2002-04-14,2,23,317,3,2
Calatola microcarpa,calami,52,OPEN,2002-04-14,2002-04-14,2,23,317,0,0
Calatola microcarpa,calami,53,CCA,2002-04-14,2002-04-14,2,23,317,1,1
Calatola microcarpa,calami,53,CS,2002-04-14,2002-04-14,2,23,317,3,1
Calatola microcarpa,calami,53,MCH,2002-04-14,2002-04-14,2,23,317,0,3
Calatola microcarpa,calami,53,MSH,2002-04-14,2002-04-14,2,23,317,2,2
Calatola microcarpa,calami,53,OPEN,2002-04-14,2002-04-14,2,23,317,0,2
Calatola microcarpa,calami,Cadle,CCA,2002-04-14,2002-04-14,2,23,317,1,3
Calatola microcarpa,calami,Cadle,CS,2002-04-14,2002-04-14,2,23,317,3,3
Calatola microcarpa,calami,Cadle,MCH,2002-04-14,2002-04-14,2,23,317,2,3
Calatola microcarpa,calami,Cadle,MSH,2002-04-14,2002-04-14,2,23,317,3,2
Calatola microcarpa,calami,Cadle,OPEN,2002-04-14,2002-04-14,2,23,317,2,3
Calatola microcarpa,calami,3,CCA,2002-11-10,2002-11-10,2,24,527,2,1
Calatola microcarpa,calami,3,CS,2002-11-10,2002-11-10,2,24,527,0,6
Calatola microcarpa,calami,3,MCH,2002-11-10,2002-11-10,2,24,527,1,3
Calatola microcarpa,calami,3,MSH,2002-11-10,2002-11-10,2,24,527,0,1
Calatola microcarpa,calami,3,OPEN,2002-11-10,2002-11-10,2,24,527,0,1
Calatola microcarpa,calami,8,CCA,2002-11-10,2002-11-10,2,24,527,1,3
Calatola microcarpa,calami,8,CS,2002-11-10,2002-11-10,2,24,527,1,0
Calatola microcarpa,calami,8,MCH,2002-11-10,2002-11-10,2,24,527,2,2
Calatola microcarpa,calami,8,MSH,2002-11-10,2002-11-10,2,24,527,1,2
Calatola microcarpa,calami,8,OPEN,2002-11-10,2002-11-10,2,24,527,3,1
Calatola microcarpa,calami,12,CCA,2002-11-10,2002-11-10,2,24,527,0,1
Calatola microcarpa,calami,12,CS,2002-11-10,2002-11-10,2,24,527,0,4
Calatola microcarpa,calami,12,MCH,2002-11-10,2002-11-10,2,24,527,1,1
Calatola microcarpa,calami,12,MSH,2002-11-10,2002-11-10,2,24,527,1,1
Calatola microcarpa,calami,12,OPEN,2002-11-10,2002-11-10,2,24,527,1,0
Calatola microcarpa,calami,35,CCA,2002-11-10,2002-11-10,2,24,527,1,1
Calatola microcarpa,calami,35,CS,2002-11-10,2002-11-10,2,24,527,0,0
Calatola microcarpa,calami,35,MCH,2002-11-10,2002-11-10,2,24,527,2,0
Calatola microcarpa,calami,35,MSH,2002-11-10,2002-11-10,2,24,527,0,4
Calatola microcarpa,calami,35,OPEN,2002-11-10,2002-11-10,2,24,527,1,1
Calatola microcarpa,calami,50,CCA,2002-11-10,2002-11-10,2,24,527,3,1
Calatola microcarpa,calami,50,CS,2002-11-10,2002-11-10,2,24,527,1,0
Calatola microcarpa,calami,50,MCH,2002-11-10,2002-11-10,2,24,527,2,1
Calatola microcarpa,calami,50,MSH,2002-11-10,2002-11-10,2,24,527,2,2
Calatola microcarpa,calami,50,OPEN,2002-11-10,2002-11-10,2,24,527,0,0
Calatola microcarpa,calami,52,CCA,2002-11-10,2002-11-10,2,24,527,3,0
Calatola microcarpa,calami,52,CS,2002-11-10,2002-11-10,2,24,527,3,2
Calatola microcarpa,calami,52,MCH,2002-11-10,2002-11-10,2,24,527,2,2
Calatola microcarpa,calami,52,MSH,2002-11-10,2002-11-10,2,24,527,2,3
Calatola microcarpa,calami,52,OPEN,2002-11-10,2002-11-10,2,24,527,0,0
Calatola microcarpa,calami,53,CCA,2002-11-10,2002-11-10,2,24,527,0,2
Calatola microcarpa,calami,53,CS,2002-11-10,2002-11-10,2,24,527,0,4
Calatola microcarpa,calami,53,MCH,2002-11-10,2002-11-10,2,24,527,0,2
Calatola microcarpa,calami,53,MSH,2002-11-10,2002-11-10,2,24,527,2,2
Calatola microcarpa,calami,53,OPEN,2002-11-10,2002-11-10,2,24,527,0,2
Calatola microcarpa,calami,Cadle,CCA,2002-11-10,2002-11-10,2,24,527,1,2
Calatola microcarpa,calami,Cadle,CS,2002-11-10,2002-11-10,2,24,527,2,4
Calatola microcarpa,calami,Cadle,MCH,2002-11-10,2002-11-10,2,24,527,1,2
Calatola microcarpa,calami,Cadle,MSH,2002-11-10,2002-11-10,2,24,527,0,4
Calatola microcarpa,calami,Cadle,OPEN,2002-11-10,2002-11-10,2,24,527,0,1
Calatola microcarpa,calami,3,CCA,2003-12-10,2003-12-10,2,25,922,0,3
Calatola microcarpa,calami,3,CS,2003-12-10,2003-12-10,2,25,922,0,6
Calatola microcarpa,calami,3,MCH,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,3,MSH,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,3,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,8,CCA,2003-12-10,2003-12-10,2,25,922,1,1
Calatola microcarpa,calami,8,CS,2003-12-10,2003-12-10,2,25,922,1,0
Calatola microcarpa,calami,8,MCH,2003-12-10,2003-12-10,2,25,922,0,2
Calatola microcarpa,calami,8,MSH,2003-12-10,2003-12-10,2,25,922,0,2
Calatola microcarpa,calami,8,OPEN,2003-12-10,2003-12-10,2,25,922,1,1
Calatola microcarpa,calami,12,CCA,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,12,CS,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,12,MCH,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,12,MSH,2003-12-10,2003-12-10,2,25,922,0,2
Calatola microcarpa,calami,12,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,35,CCA,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,35,CS,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,35,MCH,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,35,MSH,2003-12-10,2003-12-10,2,25,922,0,4
Calatola microcarpa,calami,35,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,50,CCA,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,50,CS,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,50,MCH,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,50,MSH,2003-12-10,2003-12-10,2,25,922,2,2
Calatola microcarpa,calami,50,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,52,CCA,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,52,CS,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,52,MCH,2003-12-10,2003-12-10,2,25,922,1,2
Calatola microcarpa,calami,52,MSH,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,52,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,53,CCA,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,53,CS,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,53,MCH,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,53,MSH,2003-12-10,2003-12-10,2,25,922,0,1
Calatola microcarpa,calami,53,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,Cadle,CCA,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,Cadle,CS,2003-12-10,2003-12-10,2,25,922,1,3
Calatola microcarpa,calami,Cadle,MCH,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,Cadle,MSH,2003-12-10,2003-12-10,2,25,922,0,3
Calatola microcarpa,calami,Cadle,OPEN,2003-12-10,2003-12-10,2,25,922,0,0
Calatola microcarpa,calami,3,CCA,2004-04-14,2004-04-14,2,26,1048,0,3
Calatola microcarpa,calami,3,CS,2004-04-14,2004-04-14,2,26,1048,0,5
Calatola microcarpa,calami,3,MCH,2004-04-14,2004-04-14,2,26,1048,0,0
Calatola microcarpa,calami,3,MSH,2004-04-14,2004-04-14,2,26,1048,0,1
Calatola microcarpa,calami,3,OPEN,2004-04-14,2004-04-14,2,26,1048,0,0
Calatola microcarpa,calami,8,CCA,2004-04-14,2004-04-14,2,26,1048,1,0
Calatola microcarpa,calami,8,CS,2004-04-14,2004-04-14,2,26,1048,0,1
Calatola microcarpa,calami,8,MCH,2004-04-14,2004-04-14,2,26,1048,0,2
Calatola microcarpa,calami,8,MSH,2004-04-14,2004-04-14,2,26,1048,0,0
Calatola microcarpa,calami,8,OPEN,2004-04-14,2004-04-14,2,26,1048,0,2
Calatola microcarpa,calami,12,CCA,2004-04-14,2004-04-14,2,26,1048,0,0
Calatola microcarpa,calami,12,CS,2004-04-14,2004-04-14,2,26,1048,0,0
Calatola microcarpa,calami,12,MCH,2004-04-14,2004-04-14,2,26,1048,0,1
