species,sp code,block,treatment,date,obs period,Sowing group,bout,obs day,seed,seedling
Duguetia quitarensis,duguqu,Cadle,OPEN,2006-06-27,2006-06-27,3,42,773,0,0
Genipa americana,genipam,3,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,3,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,3,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,3,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,3,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,8,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,8,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,8,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,8,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,8,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,12,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,12,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,12,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,12,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,12,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,35,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,35,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,35,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,35,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,35,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,50,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,50,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,50,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,50,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,50,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,52,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,52,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,52,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,52,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,52,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,53,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,53,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,53,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,53,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,53,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,Cadle,CCA,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,Cadle,CS,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,Cadle,MCH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,Cadle,MSH,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,Cadle,OPEN,2005-02-03,2005-02-03,4,36,0,10,0
Genipa americana,genipam,3,CCA,2005-02-13,2005-02-13,4,37,10,1,0
Genipa americana,genipam,3,CS,2005-02-13,2005-02-13,4,37,10,10,0
Genipa americana,genipam,3,MCH,2005-02-13,2005-02-13,4,37,10,0,0
Genipa americana,genipam,3,MSH,2005-02-13,2005-02-13,4,37,10,2,0
Genipa americana,genipam,3,OPEN,2005-02-13,2005-02-13,4,37,10,0,8
Genipa americana,genipam,8,CCA,2005-02-13,2005-02-13,4,37,10,8,1
Genipa americana,genipam,8,CS,2005-02-13,2005-02-13,4,37,10,1,0
Genipa americana,genipam,8,MCH,2005-02-13,2005-02-13,4,37,10,5,2
Genipa americana,genipam,8,MSH,2005-02-13,2005-02-13,4,37,10,10,0
Genipa americana,genipam,8,OPEN,2005-02-13,2005-02-13,4,37,10,5,0
Genipa americana,genipam,12,CCA,2005-02-13,2005-02-13,4,37,10,5,0
Genipa americana,genipam,12,CS,2005-02-13,2005-02-13,4,37,10,9,0
Genipa americana,genipam,12,MCH,2005-02-13,2005-02-13,4,37,10,0,0
Genipa americana,genipam,12,MSH,2005-02-13,2005-02-13,4,37,10,7,0
Genipa americana,genipam,12,OPEN,2005-02-13,2005-02-13,4,37,10,1,0
Genipa americana,genipam,35,CCA,2005-02-13,2005-02-13,4,37,10,1,0
Genipa americana,genipam,35,CS,2005-02-13,2005-02-13,4,37,10,9,0
Genipa americana,genipam,35,MCH,2005-02-13,2005-02-13,4,37,10,3,0
Genipa americana,genipam,35,MSH,2005-02-13,2005-02-13,4,37,10,5,0
Genipa americana,genipam,35,OPEN,2005-02-13,2005-02-13,4,37,10,4,2
Genipa americana,genipam,50,CCA,2005-02-13,2005-02-13,4,37,10,1,0
Genipa americana,genipam,50,CS,2005-02-13,2005-02-13,4,37,10,3,0
Genipa americana,genipam,50,MCH,2005-02-13,2005-02-13,4,37,10,3,0
Genipa americana,genipam,50,MSH,2005-02-13,2005-02-13,4,37,10,10,0
Genipa americana,genipam,50,OPEN,2005-02-13,2005-02-13,4,37,10,1,0
Genipa americana,genipam,52,CCA,2005-02-13,2005-02-13,4,37,10,5,2
Genipa americana,genipam,52,CS,2005-02-13,2005-02-13,4,37,10,4,5
Genipa americana,genipam,52,MCH,2005-02-13,2005-02-13,4,37,10,6,4
Genipa americana,genipam,52,MSH,2005-02-13,2005-02-13,4,37,10,7,0
Genipa americana,genipam,52,OPEN,2005-02-13,2005-02-13,4,37,10,4,3
Genipa americana,genipam,53,CCA,2005-02-13,2005-02-13,4,37,10,4,0
Genipa americana,genipam,53,CS,2005-02-13,2005-02-13,4,37,10,3,1
Genipa americana,genipam,53,MCH,2005-02-13,2005-02-13,4,37,10,7,0
Genipa americana,genipam,53,MSH,2005-02-13,2005-02-13,4,37,10,6,4
Genipa americana,genipam,53,OPEN,2005-02-13,2005-02-13,4,37,10,3,1
Genipa americana,genipam,Cadle,CCA,2005-02-13,2005-02-13,4,37,10,6,4
Genipa americana,genipam,Cadle,CS,2005-02-13,2005-02-13,4,37,10,5,0
Genipa americana,genipam,Cadle,MCH,2005-02-13,2005-02-13,4,37,10,0,0
Genipa americana,genipam,Cadle,MSH,2005-02-13,2005-02-13,4,37,10,10,0
Genipa americana,genipam,Cadle,OPEN,2005-02-13,2005-02-13,4,37,10,0,0
Genipa americana,genipam,3,CCA,2005-02-28,2005-02-28,4,38,25,1,0
Genipa americana,genipam,3,CS,2005-02-28,2005-02-28,4,38,25,0,7
Genipa americana,genipam,3,MCH,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,3,MSH,2005-02-28,2005-02-28,4,38,25,0,1
Genipa americana,genipam,3,OPEN,2005-02-28,2005-02-28,4,38,25,0,8
Genipa americana,genipam,8,CCA,2005-02-28,2005-02-28,4,38,25,0,7
Genipa americana,genipam,8,CS,2005-02-28,2005-02-28,4,38,25,0,1
Genipa americana,genipam,8,MCH,2005-02-28,2005-02-28,4,38,25,0,4
Genipa americana,genipam,8,MSH,2005-02-28,2005-02-28,4,38,25,9,1
Genipa americana,genipam,8,OPEN,2005-02-28,2005-02-28,4,38,25,0,2
Genipa americana,genipam,12,CCA,2005-02-28,2005-02-28,4,38,25,2,3
Genipa americana,genipam,12,CS,2005-02-28,2005-02-28,4,38,25,0,9
Genipa americana,genipam,12,MCH,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,12,MSH,2005-02-28,2005-02-28,4,38,25,1,6
Genipa americana,genipam,12,OPEN,2005-02-28,2005-02-28,4,38,25,0,1
Genipa americana,genipam,35,CCA,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,35,CS,2005-02-28,2005-02-28,4,38,25,0,7
Genipa americana,genipam,35,MCH,2005-02-28,2005-02-28,4,38,25,1,2
Genipa americana,genipam,35,MSH,2005-02-28,2005-02-28,4,38,25,5,0
Genipa americana,genipam,35,OPEN,2005-02-28,2005-02-28,4,38,25,0,1
Genipa americana,genipam,50,CCA,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,50,CS,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,50,MCH,2005-02-28,2005-02-28,4,38,25,0,2
Genipa americana,genipam,50,MSH,2005-02-28,2005-02-28,4,38,25,0,7
Genipa americana,genipam,50,OPEN,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,52,CCA,2005-02-28,2005-02-28,4,38,25,0,7
Genipa americana,genipam,52,CS,2005-02-28,2005-02-28,4,38,25,0,8
Genipa americana,genipam,52,MCH,2005-02-28,2005-02-28,4,38,25,0,10
Genipa americana,genipam,52,MSH,2005-02-28,2005-02-28,4,38,25,0,4
Genipa americana,genipam,52,OPEN,2005-02-28,2005-02-28,4,38,25,0,2
Genipa americana,genipam,53,CCA,2005-02-28,2005-02-28,4,38,25,1,2
Genipa americana,genipam,53,CS,2005-02-28,2005-02-28,4,38,25,1,0
Genipa americana,genipam,53,MCH,2005-02-28,2005-02-28,4,38,25,0,5
Genipa americana,genipam,53,MSH,2005-02-28,2005-02-28,4,38,25,0,10
Genipa americana,genipam,53,OPEN,2005-02-28,2005-02-28,4,38,25,0,4
Genipa americana,genipam,Cadle,CCA,2005-02-28,2005-02-28,4,38,25,1,9
Genipa americana,genipam,Cadle,CS,2005-02-28,2005-02-28,4,38,25,3,0
Genipa americana,genipam,Cadle,MCH,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,Cadle,MSH,2005-02-28,2005-02-28,4,38,25,1,5
Genipa americana,genipam,Cadle,OPEN,2005-02-28,2005-02-28,4,38,25,0,0
Genipa americana,genipam,3,CCA,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,3,CS,2005-04-01,2005-04-02,4,39,57,0,7
Genipa americana,genipam,3,MCH,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,3,MSH,2005-04-01,2005-04-02,4,39,57,0,1
Genipa americana,genipam,3,OPEN,2005-04-01,2005-04-02,4,39,57,0,8
Genipa americana,genipam,8,CCA,2005-04-01,2005-04-02,4,39,57,0,7
Genipa americana,genipam,8,CS,2005-04-01,2005-04-02,4,39,57,0,1
Genipa americana,genipam,8,MCH,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,8,MSH,2005-04-01,2005-04-02,4,39,57,0,10
Genipa americana,genipam,8,OPEN,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,12,CCA,2005-04-01,2005-04-02,4,39,57,0,5
Genipa americana,genipam,12,CS,2005-04-01,2005-04-02,4,39,57,0,9
Genipa americana,genipam,12,MCH,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,12,MSH,2005-04-01,2005-04-02,4,39,57,0,7
Genipa americana,genipam,12,OPEN,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,35,CCA,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,35,CS,2005-04-01,2005-04-02,4,39,57,0,7
Genipa americana,genipam,35,MCH,2005-04-01,2005-04-02,4,39,57,1,1
Genipa americana,genipam,35,MSH,2005-04-01,2005-04-02,4,39,57,0,5
Genipa americana,genipam,35,OPEN,2005-04-01,2005-04-02,4,39,57,0,1
Genipa americana,genipam,50,CCA,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,50,CS,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,50,MCH,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,50,MSH,2005-04-01,2005-04-02,4,39,57,0,4
Genipa americana,genipam,50,OPEN,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,Cadle,CCA,2005-04-01,2005-04-02,4,39,57,0,8
Genipa americana,genipam,Cadle,CS,2005-04-01,2005-04-02,4,39,57,0,3
Genipa americana,genipam,Cadle,MCH,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,Cadle,MSH,2005-04-01,2005-04-02,4,39,57,0,4
Genipa americana,genipam,Cadle,OPEN,2005-04-01,2005-04-02,4,39,57,0,0
Genipa americana,genipam,52,CCA,2005-04-02,2005-04-02,4,39,58,0,4
Genipa americana,genipam,52,CS,2005-04-02,2005-04-02,4,39,58,0,7
Genipa americana,genipam,52,MCH,2005-04-02,2005-04-02,4,39,58,0,9
Genipa americana,genipam,52,MSH,2005-04-02,2005-04-02,4,39,58,0,4
Genipa americana,genipam,52,OPEN,2005-04-02,2005-04-02,4,39,58,0,1
Genipa americana,genipam,53,CCA,2005-04-02,2005-04-02,4,39,58,0,3
Genipa americana,genipam,53,CS,2005-04-02,2005-04-02,4,39,58,0,1
Genipa americana,genipam,53,MCH,2005-04-02,2005-04-02,4,39,58,0,5
Genipa americana,genipam,53,MSH,2005-04-02,2005-04-02,4,39,58,0,6
Genipa americana,genipam,53,OPEN,2005-04-02,2005-04-02,4,39,58,0,1
Genipa americana,genipam,3,CCA,2005-07-02,2005-07-01,4,40,149,0,0
Genipa americana,genipam,3,CS,2005-07-02,2005-07-01,4,40,149,0,0
Genipa americana,genipam,3,MCH,2005-07-02,2005-07-01,4,40,149,0,0
Genipa americana,genipam,3,MSH,2005-07-02,2005-07-01,4,40,149,0,0
Genipa americana,genipam,3,OPEN,2005-07-02,2005-07-01,4,40,149,0,0
Genipa americana,genipam,35,CS,2005-07-02,2005-07-01,4,40,149,0,7
Genipa americana,genipam,35,MSH,2005-07-02,2005-07-01,4,40,149,0,0
Genipa americana,genipam,8,CCA,2005-07-04,2005-07-01,4,40,151,0,4
Genipa americana,genipam,8,CS,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,8,MCH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,8,MSH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,8,OPEN,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,12,CCA,2005-07-04,2005-07-01,4,40,151,0,5
Genipa americana,genipam,12,CS,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,12,MCH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,12,MSH,2005-07-04,2005-07-01,4,40,151,0,5
Genipa americana,genipam,12,OPEN,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,35,CCA,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,35,MCH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,35,OPEN,2005-07-04,2005-07-01,4,40,151,0,1
Genipa americana,genipam,50,CCA,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,50,CS,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,50,MCH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,50,MSH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,50,OPEN,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,52,CCA,2005-07-04,2005-07-01,4,40,151,0,4
Genipa americana,genipam,52,CS,2005-07-04,2005-07-01,4,40,151,0,5
Genipa americana,genipam,52,MCH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,52,MSH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,52,OPEN,2005-07-04,2005-07-01,4,40,151,0,1
Genipa americana,genipam,53,CCA,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,53,CS,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,53,MCH,2005-07-04,2005-07-01,4,40,151,0,4
Genipa americana,genipam,53,MSH,2005-07-04,2005-07-01,4,40,151,0,2
Genipa americana,genipam,53,OPEN,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,Cadle,CCA,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,Cadle,CS,2005-07-04,2005-07-01,4,40,151,0,1
Genipa americana,genipam,Cadle,MCH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,Cadle,MSH,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,Cadle,OPEN,2005-07-04,2005-07-01,4,40,151,0,0
Genipa americana,genipam,3,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,3,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,3,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,3,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,3,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,8,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,8,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,8,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,8,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,8,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,12,CCA,2006-01-13,2006-01-13,4,41,344,0,4
Genipa americana,genipam,12,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,12,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,12,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,12,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,35,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,35,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,35,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,35,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,35,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,50,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,50,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,50,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,50,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,50,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,52,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,52,CS,2006-01-13,2006-01-13,4,41,344,0,4
Genipa americana,genipam,52,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,52,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,52,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,53,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,53,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,53,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,53,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,53,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,Cadle,CCA,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,Cadle,CS,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,Cadle,MCH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,Cadle,MSH,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,Cadle,OPEN,2006-01-13,2006-01-13,4,41,344,0,0
Genipa americana,genipam,3,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,3,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,3,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,3,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,3,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,8,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,8,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,8,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,8,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,8,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,12,CCA,2006-06-27,2006-06-27,4,42,509,0,2
Genipa americana,genipam,12,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,12,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,12,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,12,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,35,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,35,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,35,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,35,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,35,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,50,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,50,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,50,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,50,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,50,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,52,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,52,CS,2006-06-27,2006-06-27,4,42,509,0,3
Genipa americana,genipam,52,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,52,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,52,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,53,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,53,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,53,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,53,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,53,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,Cadle,CCA,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,Cadle,CS,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,Cadle,MCH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,Cadle,MSH,2006-06-27,2006-06-27,4,42,509,0,0
Genipa americana,genipam,Cadle,OPEN,2006-06-27,2006-06-27,4,42,509,0,0
Heisteria nitida,heisne,3,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,3,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,3,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,3,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,3,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,8,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,8,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,8,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,8,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,8,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,12,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,12,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,12,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,12,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,12,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,35,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,35,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,35,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,35,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,35,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,50,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,50,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,50,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,50,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,50,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,52,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,52,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,52,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,52,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,52,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,53,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,53,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,53,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,53,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,53,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,Cadle,CCA,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,Cadle,CS,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,Cadle,MCH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,Cadle,MSH,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,Cadle,OPEN,2004-04-28,2004-04-28,3,27,0,10,0
Heisteria nitida,heisne,3,CCA,2004-05-15,2004-05-15,3,28,17,9,0
Heisteria nitida,heisne,3,CS,2004-05-15,2004-05-15,3,28,17,9,0
Heisteria nitida,heisne,3,MCH,2004-05-15,2004-05-15,3,28,17,7,0
Heisteria nitida,heisne,3,MSH,2004-05-15,2004-05-15,3,28,17,10,0
Heisteria nitida,heisne,3,OPEN,2004-05-15,2004-05-15,3,28,17,9,0
Heisteria nitida,heisne,8,CCA,2004-05-15,2004-05-15,3,28,17,10,0
Heisteria nitida,heisne,8,CS,2004-05-15,2004-05-15,3,28,17,8,1
Heisteria nitida,heisne,8,MCH,2004-05-15,2004-05-15,3,28,17,5,0
Heisteria nitida,heisne,8,MSH,2004-05-15,2004-05-15,3,28,17,9,1
Heisteria nitida,heisne,8,OPEN,2004-05-15,2004-05-15,3,28,17,8,0
Heisteria nitida,heisne,12,CCA,2004-05-15,2004-05-15,3,28,17,9,0
Heisteria nitida,heisne,12,CS,2004-05-15,2004-05-15,3,28,17,8,0
Heisteria nitida,heisne,12,MCH,2004-05-15,2004-05-15,3,28,17,8,0
